State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn
KS,137,415,No,Yes,19.0,175.3,96.0,29.8,241.3,146.0,20.51,211.4,109,9.51,7.8,2.0,2.11,0.0,False
UT,95,415,No,No,0.0,157.9,103.0,26.84,259.6,90.0,22.07,230.0,117,10.35,14.0,2.0,3.78,0.0,False
ND,145,415,No,No,0.0,245.8,116.0,41.79,286.7,91.0,24.37,240.7,115,10.83,9.0,10.5,2.43,1.0,True
KY,56,415,Yes,No,0.0,177.7,114.0,30.21,215.6,110.0,18.33,236.7,67,10.65,10.5,5.0,2.84,1.0,False
OH,133,408,No,No,0.0,117.8,100.0,20.03,199.2,105.0,16.93,244.1,119,10.98,11.8,4.0,3.19,0.0,True
TX,53,415,No,No,0.0,119.7,113.0,20.35,189.7,84.0,16.12,256.2,108,11.53,12.9,7.0,3.48,2.0,False
WY,123,415,No,No,0.0,242.2,87.0,41.17,226.1,101.0,19.22,268.6,121,12.09,8.2,3.0,2.21,3.5,True
WV,62,408,No,No,0.0,128.7,111.0,21.88,169.5,104.0,14.41,193.6,97,8.71,10.3,5.0,2.78,1.0,False
MI,55,415,No,Yes,20.0,207.7,91.0,35.31,199.7,113.0,16.97,216.5,110,9.74,7.3,1.0,1.97,1.0,False
NY,125,415,No,No,0.0,233.3,65.0,39.66,209.8,93.0,17.83,210.6,109,9.48,9.1,4.0,2.46,1.0,False
TX,1,415,No,No,0.0,182.1,106.0,30.96,134.9,106.0,11.47,152.3,75,6.85,10.0,3.0,2.7,3.5,True
KY,98,415,No,Yes,36.0,168.0,81.0,28.56,163.2,125.0,13.87,172.7,120,7.77,8.0,2.0,2.16,3.5,True
SD,105,415,No,No,0.0,251.6,88.0,42.77,175.1,103.0,14.88,184.4,112,8.3,5.4,5.0,1.46,1.0,False
OR,99,408,No,No,0.0,256.4,46.5,43.59,214.5,105.0,18.23,233.7,75,10.52,7.9,1.0,2.13,3.0,True
WV,177,408,No,No,0.0,227.8,81.0,38.73,161.8,97.0,13.75,217.0,106,9.76,8.0,5.0,2.16,1.0,False
CT,160,415,No,No,0.0,234.9,136.0,39.93,270.8,134.0,23.02,219.3,101,9.87,13.9,2.0,3.75,1.0,True
ND,90,415,No,Yes,22.0,124.5,94.0,21.17,231.7,90.0,19.69,222.2,108,10.0,6.4,10.5,1.73,1.0,False
MI,148,415,Yes,No,0.0,233.5,81.0,39.7,187.7,71.0,15.95,122.3,97,5.5,9.6,2.0,2.59,0.0,True
MT,147,415,No,Yes,35.0,197.3,134.0,33.54,141.1,99.0,11.99,212.1,90,9.54,10.1,4.0,2.73,2.0,True
WV,80,415,No,No,0.0,151.5,89.0,25.76,131.7,78.0,11.19,235.3,131,10.59,11.8,4.0,3.19,0.0,False
AR,122,415,Yes,No,0.0,146.3,117.0,24.87,218.7,93.0,18.59,236.0,97,10.62,11.5,5.0,3.11,1.0,False
MT,132,408,No,No,0.0,195.1,100.0,33.17,148.8,95.0,12.65,224.5,117,10.1,6.7,2.0,1.81,0.0,False
UT,83,510,No,No,0.0,208.9,71.0,35.51,214.8,92.0,18.26,247.9,108,11.16,13.0,5.0,3.51,1.0,False
HI,99,408,No,No,0.0,135.7,107.0,23.07,208.4,103.0,17.71,209.0,95,9.4,8.8,3.0,2.38,3.5,True
KS,84,415,No,No,0.0,225.9,86.0,38.4,275.6,105.0,23.43,201.4,108,9.06,14.3,3.0,3.86,3.0,True
NY,46,415,No,No,0.0,122.2,67.0,20.77,167.2,62.0,14.21,194.8,98,8.77,9.7,6.0,2.62,1.0,False
OH,87,510,No,No,0.0,153.3,106.0,26.06,224.5,117.0,19.08,273.4,152,12.3,8.9,5.0,2.4,2.0,False
KS,73,408,No,No,0.0,194.8,112.0,33.12,167.2,85.0,14.21,100.3,61,4.51,10.8,6.0,2.92,1.0,False
IN,7,415,No,No,0.0,206.7,87.0,35.14,281.1,83.0,23.89,158.5,77,7.13,11.0,5.0,2.97,3.0,False
OR,89,415,No,Yes,12.0,188.0,105.0,31.96,151.3,107.0,12.86,201.9,132,9.09,10.5,3.0,2.84,2.0,False
NY,131,408,Yes,No,0.0,122.3,83.0,20.79,118.8,94.0,10.1,147.9,95,6.66,13.7,3.0,3.7,3.0,True
VA,105,415,No,No,0.0,259.3,96.0,44.08,175.2,97.0,14.89,222.4,48,10.01,12.0,5.0,3.24,3.0,False
ID,47,415,No,Yes,28.0,172.9,109.0,29.39,137.6,94.0,11.7,203.8,109,9.17,8.3,6.0,2.24,1.0,False
OR,161,408,No,No,0.0,196.6,73.0,33.42,170.2,79.0,14.47,194.3,79,8.74,12.5,3.0,3.38,1.0,False
AZ,69,415,No,Yes,31.0,194.9,63.0,33.13,191.6,90.0,16.29,153.0,129,6.89,13.2,2.0,3.56,2.0,False
PA,87,408,No,Yes,30.0,262.8,114.0,44.68,215.8,130.0,18.34,154.8,88,6.97,7.8,2.0,2.11,0.0,False
CO,71,415,No,No,0.0,211.2,70.0,35.9,252.7,122.0,21.48,225.8,104,10.16,12.3,3.0,3.32,0.0,False
KY,76,415,No,No,0.0,204.0,69.0,34.68,225.1,110.0,19.13,240.3,85,10.81,9.6,5.0,2.59,1.0,False
NJ,87,510,No,No,0.0,223.2,109.0,37.94,127.5,86.0,10.84,289.3,83,13.02,14.5,4.0,3.92,3.0,False
IL,117,408,No,No,0.0,119.0,82.0,20.23,187.5,108.0,15.94,189.3,97,8.52,11.5,3.0,3.11,1.0,False
WA,177,415,No,No,0.0,266.1,91.0,45.24,225.2,79.0,19.14,224.7,58,10.11,8.9,8.0,2.4,3.0,True
WV,95,415,No,No,0.0,134.4,104.0,22.85,152.4,95.0,12.95,236.5,80,10.64,9.4,3.0,2.54,1.0,False
OH,66,415,No,No,0.0,170.5,103.0,28.99,254.3,77.0,21.62,197.3,138,8.88,10.5,2.0,2.84,2.0,False
MO,110,415,No,No,0.0,178.5,124.0,30.35,146.9,141.0,12.49,217.1,102,9.77,9.9,7.0,2.67,1.0,False
VA,133,408,No,Yes,39.0,239.9,107.0,40.78,253.8,77.0,21.57,128.7,85,5.79,6.7,3.0,1.81,3.5,False
FL,185,408,No,No,0.0,55.6,97.0,9.45,288.7,83.0,24.54,111.2,110,5.0,12.1,3.0,3.27,2.0,False
NY,91,510,No,No,0.0,109.8,100.0,18.67,189.6,104.0,16.12,206.7,85,9.3,11.1,3.0,3.0,1.0,False
WV,131,415,No,No,0.0,196.1,89.0,33.34,185.5,87.0,15.77,250.0,132,11.25,5.2,6.0,1.4,2.0,False
LA,153,510,No,No,0.0,166.8,127.0,28.36,143.5,121.0,12.2,210.7,130,9.48,11.8,4.0,3.19,0.0,False
MA,132,415,No,Yes,25.0,113.2,96.0,19.24,269.9,107.0,22.94,229.1,87,10.31,7.1,7.0,1.92,2.0,False
AL,141,408,No,No,0.0,242.8,90.0,41.28,234.1,80.0,19.9,211.5,104,9.52,6.0,3.0,1.62,3.5,False
ME,105,415,No,No,0.0,156.5,102.0,26.61,140.2,134.0,11.92,227.4,111,10.23,12.2,2.0,3.29,2.0,False
TX,169,408,No,No,0.0,266.7,105.0,45.34,158.2,88.0,13.45,287.7,111,12.95,13.8,3.0,3.73,3.0,True
ND,127,415,No,Yes,23.0,182.0,80.0,30.94,216.1,85.0,18.37,156.9,82,7.06,9.8,4.0,2.65,1.0,False
LA,123,415,No,Yes,33.0,146.6,87.0,24.92,114.8,59.0,9.76,220.4,99,9.92,3.1000000000000005,7.0,0.8449999999999995,0.0,False
MT,103,510,No,Yes,35.0,110.5,101.0,18.79,208.3,81.0,17.71,87.4,77,3.93,13.9,2.0,3.75,3.5,True
OR,101,415,No,No,0.0,118.6,89.0,20.16,199.6,97.0,16.97,62.60000000000004,61,2.8212499999999974,11.5,5.0,3.11,1.0,False
NH,123,415,No,Yes,22.0,197.6,105.0,33.59,80.0,86.0,6.8,120.8,82,5.44,15.6,10.5,4.21,2.0,False
NE,78,510,No,Yes,32.0,210.3,116.0,35.75,192.2,83.0,16.34,246.1,92,11.07,10.8,4.0,2.92,3.5,False
WV,101,415,No,Yes,28.0,220.3,96.0,37.45,285.8,72.0,24.29,203.0,111,9.14,9.4,6.0,2.54,3.5,False
NV,129,415,No,No,0.0,150.0,98.0,25.5,232.4,101.0,19.75,261.2,123,11.75,12.5,6.0,3.38,1.0,False
MA,67,415,No,Yes,34.0,161.7,114.0,27.49,207.6,115.0,17.65,205.7,114,9.26,9.2,4.0,2.48,0.0,False
MI,37,415,No,No,0.0,191.4,116.0,32.54,167.4,99.0,14.23,216.5,112,9.74,14.0,5.0,3.78,3.0,False
WV,173,510,No,No,0.0,109.4,103.0,18.6,101.3,111.0,8.61,167.3,106,7.53,7.8,7.0,2.11,1.0,False
KY,135,510,No,No,0.0,144.1,115.0,24.5,249.8,68.0,21.23,211.4,82,9.51,13.6,3.0,3.67,1.0,False
NJ,75,415,No,Yes,42.0,248.9,93.0,42.31,170.8,108.0,14.52,104.5,91,4.7,11.2,8.0,3.02,1.0,False
ME,88,415,No,No,0.0,85.7,112.0,14.57,221.6,70.0,18.84,190.6,75,8.58,11.6,3.0,3.13,3.5,True
TX,112,415,No,No,0.0,214.8,112.0,36.52,209.7,104.0,17.82,164.4,97,7.4,9.4,5.0,2.54,3.0,False
MN,113,408,No,No,0.0,158.9,137.0,27.01,242.8,109.0,20.64,247.8,97,11.15,6.5,4.0,1.76,0.0,False
VA,121,510,No,Yes,28.0,110.0,94.0,18.7,141.5,76.0,12.03,237.3,87,10.68,6.4,3.0,1.73,2.0,False
MD,90,415,No,No,0.0,145.6,103.0,24.75,197.1,137.0,16.75,294.5,83,13.25,10.5,4.0,2.84,0.0,False
RI,39,408,No,No,0.0,93.3,83.0,15.86,199.6,114.0,16.97,206.2,104,9.28,6.5,4.0,1.76,0.0,False
MD,176,408,No,No,0.0,201.9,101.0,34.32,154.7,78.0,13.15,164.4,79,7.4,9.0,2.0,2.43,1.0,False
NM,105,408,No,No,0.0,146.4,81.0,24.89,225.1,80.0,19.13,230.1,117,10.35,8.5,2.0,2.3,1.0,False
MN,57,415,No,No,0.0,272.7,74.0,46.36,224.9,85.0,19.12,178.2,104,8.02,10.5,3.0,2.84,2.0,True
MI,110,510,No,No,0.0,34.650000000000006,92.0,5.899999999999995,258.4,81.0,21.96,109.6,74,4.93,14.8,4.0,4.0,1.0,False
AL,95,408,No,No,0.0,190.2,119.0,32.33,157.1,70.0,13.35,181.5,120,8.17,14.0,6.0,3.78,0.0,False
MI,147,415,No,No,0.0,130.6,83.0,22.2,208.1,144.0,17.69,204.6,72,9.21,15.6,3.0,4.21,3.0,False
SC,101,415,No,No,0.0,158.4,92.0,26.93,188.0,117.0,15.98,219.7,125,9.89,13.5,4.0,3.65,3.5,True
MS,115,415,No,No,0.0,166.5,111.0,28.31,236.2,98.0,20.08,205.6,92,9.25,15.6,2.0,4.21,1.0,False
MS,103,415,No,No,0.0,129.3,103.0,21.98,202.8,89.0,17.24,233.0,126,10.49,12.9,2.0,3.48,2.0,False
CA,82,415,No,No,0.0,199.3,112.0,33.88,193.4,120.0,16.44,254.4,117,11.45,7.0,10.0,1.89,0.0,False
MD,141,415,No,No,0.0,185.1,126.0,31.47,233.0,98.0,19.81,152.2,106,6.85,9.1,7.0,2.46,0.0,False
ND,149,408,No,No,0.0,175.4,80.0,29.82,197.4,127.0,16.78,188.2,102,8.47,9.7,2.0,2.62,2.0,False
SD,119,510,No,No,0.0,94.2,108.0,16.01,264.1,100.0,22.45,203.7,79,9.17,7.3,3.0,1.97,1.0,False
AL,112,510,No,No,0.0,189.4,83.0,32.2,219.0,89.0,18.62,168.0,116,7.56,7.1,8.0,1.92,3.0,False
NV,116,510,No,Yes,35.0,118.0,103.0,20.06,167.2,106.0,14.21,205.7,102,9.26,11.8,2.0,3.19,2.0,False
LA,94,415,No,No,0.0,212.1,98.0,36.06,189.4,89.0,16.1,340.79999999999995,95,15.331250000000002,8.4,5.0,2.27,3.0,False
VA,90,408,No,No,0.0,222.0,93.0,37.74,187.0,103.0,15.9,282.3,124,12.7,12.4,6.0,3.35,2.0,False
DE,114,415,No,Yes,31.0,222.8,98.0,37.88,180.5,105.0,15.34,151.3,101,6.81,13.0,4.0,3.51,0.0,False
CT,63,408,No,Yes,25.0,190.0,137.0,32.3,116.6,76.0,9.91,141.5,110,6.37,12.2,2.0,3.29,1.0,False
MA,122,408,No,Yes,29.0,195.4,83.0,33.22,268.2,93.0,22.8,168.0,95,7.56,8.4,6.0,2.27,3.0,False
WA,62,415,No,No,0.0,100.0,98.0,17.0,173.5,95.0,14.75,218.0,122,9.81,10.1,4.0,2.73,0.0,False
SC,78,415,No,Yes,21.0,160.6,85.0,27.3,223.1,79.0,18.96,124.0,92,5.58,9.5,1.0,2.57,2.0,False
IN,148,415,No,Yes,26.0,158.7,91.0,26.98,160.5,127.0,13.64,218.3,88,9.82,9.9,3.0,2.67,1.0,False
MD,154,510,No,No,0.0,154.5,122.0,26.27,214.2,71.0,18.21,178.0,105,8.01,12.0,2.0,3.24,3.0,True
NV,110,408,No,Yes,34.0,192.3,114.0,32.69,129.3,114.0,10.99,136.3,102,6.13,6.3,10.5,1.7,1.0,False
TX,75,415,No,No,0.0,305.1,106.0,51.87,188.0,115.0,15.98,235.4,116,10.59,8.5,5.0,2.3,0.0,True
ND,84,408,No,Yes,38.0,193.0,106.0,32.81,153.6,106.0,13.06,260.4,87,11.72,7.4,5.0,2.0,2.0,False
WV,113,510,No,No,0.0,72.5,88.0,12.33,204.0,112.0,17.34,117.9,118,5.31,6.6,3.0,1.78,1.0,False
CO,181,510,No,Yes,40.0,105.2,61.0,17.88,339.79999999999995,79.0,28.875,165.7,97,7.46,6.3,3.0,1.7,2.0,False
TX,51,415,No,No,0.0,180.5,88.0,30.69,134.7,102.0,11.45,170.7,97,7.68,10.0,3.0,2.7,2.0,False
FL,102,408,No,Yes,29.0,214.7,86.0,36.5,314.3,109.0,26.72,280.2,110,12.61,14.3,2.0,3.86,0.0,False
AL,107,408,No,No,0.0,86.8,95.0,14.76,108.1,85.0,9.19,204.3,87,9.19,13.2,3.0,3.56,1.0,False
WV,88,510,No,No,0.0,131.5,99.0,22.36,174.8,128.0,14.86,184.2,83,8.29,7.9,2.0,2.13,3.5,True
MI,82,415,No,No,0.0,135.4,102.0,23.02,237.1,122.0,20.15,118.3,91,5.32,17.5,4.0,4.7250000000000005,0.0,False
NY,204,415,No,No,0.0,174.3,85.0,29.63,254.1,95.0,21.6,176.4,96,7.94,5.9,3.0,1.59,3.5,False
MO,174,510,No,No,0.0,235.5,108.0,40.04,142.3,143.0,12.1,316.7,131,14.25,12.5,5.0,3.38,0.0,False
AR,129,415,No,No,0.0,157.0,113.0,26.69,256.9,97.0,21.84,185.5,126,8.35,12.1,2.0,3.27,2.0,False
MS,190,415,Yes,No,0.0,111.9,55.0,19.02,223.0,124.0,18.96,243.2,81,10.94,10.0,7.0,2.7,3.0,False
NY,54,510,Yes,No,0.0,236.3,91.0,40.17,152.8,130.0,12.99,160.3,98,7.21,11.2,8.0,3.02,3.0,False
SD,78,408,No,No,0.0,163.6,88.0,27.81,283.4,93.0,24.09,262.1,108,11.79,8.6,9.0,2.32,0.0,False
AK,100,415,No,Yes,29.0,213.6,127.0,36.31,175.9,82.0,14.95,207.2,100,9.32,8.9,3.0,2.4,1.0,False
WV,70,510,No,Yes,30.0,143.4,72.0,24.38,170.0,92.0,14.45,127.9,68,5.76,9.4,4.0,2.54,3.0,False
VA,117,408,No,No,0.0,97.1,98.0,16.51,228.0,131.0,19.38,240.0,111,10.8,10.6,3.0,2.86,1.0,False
MS,68,415,No,No,0.0,94.1,93.0,16.0,147.6,80.0,12.55,213.5,85,9.61,10.1,2.0,2.73,0.0,False
SD,27,510,No,No,0.0,226.3,95.0,38.47,274.3,109.0,23.32,242.7,119,10.92,8.2,3.0,2.21,2.0,True
MN,91,415,No,No,0.0,133.8,61.0,22.75,158.8,96.0,13.5,189.6,92,8.53,10.5,2.0,2.84,1.0,False
AL,181,415,No,Yes,27.0,190.3,93.0,32.35,249.0,127.0,21.17,215.7,82,9.71,10.6,4.0,2.86,1.0,False
CO,118,415,No,Yes,36.0,294.9,106.0,50.13,165.7,115.0,14.08,189.2,63,8.51,9.8,5.0,2.65,3.0,False
ME,112,415,No,No,0.0,185.4,114.0,31.52,191.4,119.0,16.27,144.0,78,6.48,10.0,10.5,2.7,2.0,False
GA,93,415,No,No,0.0,179.5,121.0,30.52,191.9,131.0,16.31,165.5,125,7.45,12.0,4.0,3.24,0.0,False
AZ,102,408,No,No,0.0,158.0,94.0,26.86,207.9,100.0,17.67,190.4,120,8.57,10.1,10.0,2.73,0.0,False
MA,93,415,No,No,0.0,173.0,131.0,29.41,190.4,108.0,16.18,290.0,66,13.05,10.4,2.0,2.81,0.0,False
AZ,107,415,No,Yes,32.0,134.2,101.0,22.81,211.9,145.0,18.01,167.6,138,7.54,8.2,5.0,2.21,1.0,False
DE,115,415,No,No,0.0,195.9,111.0,33.3,227.0,108.0,19.3,313.2,113,14.09,13.2,1.0,3.56,2.0,False
WI,63,510,No,Yes,13.0,214.2,61.0,36.41,181.2,88.0,15.4,174.0,68,7.83,10.3,2.0,2.78,0.0,False
DC,119,408,No,Yes,26.0,132.0,100.0,22.44,173.3,121.0,14.73,203.5,108,9.16,11.6,5.0,3.13,1.0,False
GA,73,408,No,No,0.0,157.6,92.0,26.79,198.3,87.0,16.86,340.79999999999995,106,15.331250000000002,9.1,4.0,2.46,1.0,False
HI,98,408,No,Yes,30.0,110.3,71.0,18.75,182.4,108.0,15.5,183.8,88,8.27,11.0,8.0,2.97,2.0,False
VA,139,415,Yes,No,0.0,161.5,121.0,27.46,192.9,137.0,16.4,168.3,96,7.57,11.2,10.5,3.02,0.0,False
NY,31,408,No,Yes,28.0,171.8,116.0,29.21,240.7,125.0,20.46,245.5,80,11.05,10.6,7.0,2.86,1.0,False
PA,129,510,No,Yes,32.0,211.0,99.0,35.87,155.1,89.0,13.18,234.8,96,10.57,11.4,5.0,3.08,1.0,False
AR,115,415,No,No,0.0,139.3,89.0,23.68,192.3,95.0,16.35,151.0,75,6.8,9.3,3.0,2.51,3.5,True
HI,108,415,No,No,0.0,291.6,99.0,49.57,221.1,93.0,18.79,229.2,110,10.31,14.0,9.0,3.78,2.0,True
WV,102,408,No,No,0.0,234.8,125.0,39.92,199.2,99.0,16.93,163.2,88,7.34,10.0,1.0,2.7,3.5,False
OK,149,408,No,No,0.0,187.6,83.0,31.89,201.4,81.0,17.12,264.2,79,11.89,8.8,1.0,2.38,1.0,False
ND,131,408,No,Yes,33.0,177.1,100.0,30.11,194.0,85.0,16.49,253.4,124,11.4,5.2,5.0,1.4,1.0,False
MO,83,408,No,No,0.0,117.9,101.0,20.04,160.4,92.0,13.63,235.3,150,10.59,11.4,10.0,3.08,0.0,False
AR,96,415,No,Yes,21.0,247.6,95.0,42.09,256.3,150.0,21.79,158.6,72,7.14,10.8,6.0,2.92,2.0,False
GA,98,408,No,No,0.0,169.9,77.0,28.88,138.3,154.5,11.76,142.6,105,6.42,8.5,7.0,2.3,1.0,False
TN,3,415,No,No,0.0,185.0,120.0,31.45,203.7,129.0,17.31,170.5,89,7.67,14.1,3.0,3.81,3.0,False
MA,77,408,No,Yes,17.0,204.9,84.0,34.83,201.0,102.0,17.09,219.7,97,9.89,11.3,5.0,3.05,0.0,False
ND,75,408,No,Yes,24.0,225.5,119.0,38.34,182.0,108.0,15.47,270.9,106,12.19,9.4,2.0,2.54,3.0,False
IA,40,510,No,No,0.0,169.7,115.0,28.85,141.4,123.0,12.02,253.0,115,11.39,10.5,3.0,2.84,3.5,True
AL,16,415,No,No,0.0,161.9,100.0,27.52,230.1,138.0,19.56,148.8,78,6.7,10.2,10.5,2.75,3.0,False
NY,115,510,No,Yes,16.0,133.3,110.0,22.66,185.7,111.0,15.78,161.5,113,7.27,5.6,4.0,1.51,2.0,False
PA,108,510,No,Yes,25.0,170.7,88.0,29.02,109.9,113.0,9.34,165.7,99,7.46,8.7,1.0,2.35,3.0,False
VT,107,510,No,No,0.0,189.7,76.0,32.25,156.1,65.0,13.27,244.0,91,10.98,8.3,3.0,2.24,3.5,False
NC,161,415,No,No,0.0,322.3,100.0,54.79,230.4,135.0,19.58,241.5,104,10.87,7.8,5.0,2.11,2.0,True
CT,147,415,No,No,0.0,124.4,74.0,21.15,320.9,78.0,27.28,157.2,126,7.07,10.4,4.0,2.81,2.0,False
MO,107,415,No,No,0.0,146.9,94.0,24.97,114.3,111.0,9.72,114.5,97,5.15,11.4,5.0,3.08,3.0,False
AK,58,510,No,No,0.0,131.9,96.0,22.42,167.6,107.0,14.25,205.9,106,9.27,14.7,5.0,3.97,3.0,False
LA,91,408,No,No,0.0,147.2,121.0,25.02,175.2,87.0,14.89,136.3,80,6.13,13.3,3.0,3.59,2.0,False
AL,13,415,No,No,0.0,143.1,139.0,24.33,239.6,88.0,20.37,221.7,123,9.98,7.1,5.0,1.92,2.0,False
MA,93,415,No,Yes,31.0,237.2,85.0,40.32,213.1,100.0,18.11,192.7,87,8.67,10.7,4.0,2.89,1.0,False
DE,95,510,No,No,0.0,184.2,95.0,31.31,181.6,101.0,15.44,143.4,113,6.45,12.8,4.0,3.46,2.0,False
SC,104,415,No,No,0.0,109.1,141.0,18.55,187.1,140.0,15.9,216.6,100,9.75,10.0,4.0,2.7,3.0,False
NH,35,408,No,No,0.0,138.1,115.0,23.48,158.2,82.0,13.45,215.7,118,9.71,10.3,2.0,2.78,3.5,True
LA,62,415,No,No,0.0,186.8,94.0,31.76,207.6,92.0,17.65,195.0,98,8.78,8.8,4.0,2.38,3.0,False
MS,143,510,No,No,0.0,155.4,112.0,26.42,290.9,92.0,24.73,228.4,91,10.28,13.9,5.0,3.75,1.0,False
WA,60,415,Yes,No,0.0,205.9,97.0,35.0,277.4,117.0,23.58,202.0,139,9.09,11.0,2.0,2.97,0.0,True
SC,41,510,No,No,0.0,207.2,138.0,35.22,214.1,83.0,18.2,193.0,105,8.69,11.9,4.0,3.21,1.0,False
ME,56,408,No,No,0.0,221.9,112.0,37.72,278.2,122.0,23.65,288.1,85,12.96,7.1,5.0,1.92,0.0,True
AZ,94,415,No,No,0.0,220.8,111.0,37.54,156.2,67.0,13.28,187.9,89,8.46,10.5,4.0,2.84,2.0,False
CT,73,415,No,Yes,47.0,173.7,117.0,29.53,204.0,114.0,17.34,174.6,94,7.86,6.3,3.0,1.7,2.0,False
AR,127,415,Yes,No,0.0,143.2,60.0,24.34,179.5,154.5,15.26,171.8,122,7.73,6.2,4.0,1.67,3.5,True
RI,33,415,No,No,0.0,184.4,111.0,31.35,203.8,110.0,17.32,237.4,100,10.68,9.3,5.0,2.51,3.0,False
NV,148,510,No,No,0.0,216.2,95.0,36.75,185.7,105.0,15.78,300.0,143,13.5,10.0,5.0,2.7,2.0,False
UT,81,415,No,No,0.0,129.9,121.0,22.08,230.1,105.0,19.56,140.5,123,6.32,13.3,3.0,3.59,0.0,False
NC,122,510,No,Yes,30.0,230.1,108.0,39.12,287.6,76.0,24.45,177.1,85,7.97,6.9,3.0,1.86,2.0,False
MI,52,415,No,No,0.0,204.4,97.0,34.75,273.2,128.0,23.22,179.6,118,8.08,11.0,5.0,2.97,1.0,False
WI,91,408,No,Yes,44.0,216.6,101.0,36.82,173.1,98.0,14.71,242.1,95,10.89,9.1,3.0,2.46,1.0,False
AR,54,415,No,No,0.0,247.5,85.0,42.08,225.4,93.0,19.16,244.3,132,10.99,10.2,2.0,2.75,2.0,True
NH,152,510,No,No,0.0,228.1,93.0,38.78,136.4,106.0,11.59,197.3,107,8.88,9.0,2.0,2.43,1.0,False
TX,201,415,No,No,0.0,225.9,110.0,38.4,299.1,86.0,25.42,251.3,81,11.31,11.2,4.0,3.02,1.0,True
ID,78,415,No,No,0.0,103.5,115.0,17.6,117.9,102.0,10.02,201.0,94,9.05,12.0,3.0,3.24,3.5,True
CT,67,415,No,No,0.0,115.5,70.0,19.64,252.2,143.0,21.44,208.9,91,9.4,7.5,6.0,2.03,0.0,False
NH,100,408,No,No,0.0,218.8,125.0,37.2,148.3,102.0,12.61,277.8,97,12.5,9.7,6.0,2.62,1.0,False
WY,41,510,No,No,0.0,223.8,67.0,38.05,244.8,74.0,20.81,223.8,152,10.07,12.3,5.0,3.32,3.0,False
OR,133,415,No,No,0.0,143.8,71.0,24.45,184.0,131.0,15.64,275.5,132,12.4,12.9,4.0,3.48,3.0,False
SC,36,408,No,Yes,43.0,34.650000000000006,123.0,5.899999999999995,129.1,117.0,10.97,325.9,105,14.67,8.6,6.0,2.32,2.0,False
MD,51,510,No,Yes,28.0,276.7,121.0,47.04,203.7,99.0,17.31,246.2,88,11.08,8.3,3.0,2.24,0.0,False
NY,122,415,No,No,0.0,141.4,128.0,24.04,146.4,70.0,12.44,123.0,75,5.54,8.1,4.0,2.19,0.0,False
UT,110,408,No,No,0.0,192.6,102.0,32.74,178.9,118.0,15.21,214.6,74,9.66,9.4,4.0,2.54,1.0,False
AL,91,408,Yes,No,0.0,151.8,115.0,25.81,103.6,116.0,8.81,156.3,86,7.03,12.2,4.0,3.29,1.0,False
DE,121,408,No,No,0.0,215.6,74.0,36.65,192.9,98.0,16.4,144.0,103,6.48,10.1,4.0,2.73,3.5,False
WV,109,415,No,No,0.0,180.0,100.0,30.6,229.0,103.0,19.47,139.4,105,6.27,7.8,8.0,2.11,3.0,False
NC,72,415,No,No,0.0,196.5,88.0,33.41,158.6,129.0,13.48,269.3,118,12.12,6.8,3.0,1.84,0.0,False
AZ,108,415,No,No,0.0,193.3,126.0,32.86,154.7,85.0,13.15,174.8,98,7.87,9.4,6.0,2.54,3.0,False
ND,148,415,Yes,No,0.0,218.7,111.0,37.18,155.6,133.0,13.23,277.4,62,12.48,8.2,5.0,2.21,1.0,False
WA,76,510,Yes,No,0.0,246.8,110.0,41.96,206.3,63.0,17.54,208.4,123,9.38,13.2,5.0,3.56,0.0,True
ID,103,415,No,No,0.0,174.7,151.0,29.7,148.0,56.0,12.58,168.2,109,7.57,15.8,3.0,4.27,3.5,True
CT,87,415,No,No,0.0,240.0,83.0,40.8,134.1,106.0,11.4,189.1,84,8.51,9.3,2.0,2.51,0.0,True
OK,35,510,No,Yes,37.0,181.2,76.0,30.8,177.6,98.0,15.1,228.0,136,10.26,5.0,3.0,1.35,2.0,False
ID,77,510,No,Yes,29.0,211.1,89.0,35.89,223.5,97.0,19.0,148.4,106,6.68,9.7,9.0,2.62,2.0,False
OR,124,510,No,No,0.0,169.3,108.0,28.78,178.6,91.0,15.18,242.3,82,10.9,12.2,3.0,3.29,1.0,False
SD,30,415,No,No,0.0,247.4,107.0,42.06,175.9,76.0,14.95,287.4,90,12.93,11.3,2.0,3.05,0.0,False
DE,53,415,No,Yes,32.0,131.2,63.0,22.3,227.4,125.0,19.33,178.9,105,8.05,12.8,2.0,3.46,2.0,False
CT,100,510,Yes,No,0.0,107.2,98.0,18.22,86.8,122.0,7.38,156.2,117,7.03,9.7,4.0,2.62,1.0,False
MN,59,408,No,Yes,32.0,211.9,120.0,36.02,202.9,136.0,17.25,213.5,95,9.61,8.8,5.0,2.38,1.0,False
WA,143,510,No,No,0.0,160.4,120.0,27.27,285.9,104.0,24.3,182.5,85,8.21,6.9,4.0,1.86,3.0,False
MS,111,408,No,No,0.0,294.7,90.0,50.1,294.6,72.0,25.04,260.1,121,11.7,10.8,3.0,2.92,1.0,True
WA,143,510,No,No,0.0,133.4,107.0,22.68,223.9,117.0,19.03,180.4,85,8.12,10.2,10.5,2.75,1.0,False
